tag,time
model_init_2008,2.6226043701171875e-06
model_fit_2008,6.848139762878418
recommend_user_2008_5,0.00022554397583007812
recommend_user_2008_7,0.0004930496215820312
recommend_user_2008_9,0.00040149688720703125
recommend_user_2008_10,0.0004038810729980469
recommend_user_2008_11,0.0001964569091796875
recommend_user_2008_14,0.0001857280731201172
recommend_user_2008_16,0.00022649765014648438
recommend_user_2008_18,0.0001876354217529297
recommend_user_2008_24,0.00017714500427246094
recommend_user_2008_25,0.00037789344787597656
recommend_user_2008_26,0.00022029876708984375
recommend_user_2008_28,0.00019669532775878906
recommend_user_2008_33,0.0003962516784667969
recommend_user_2008_37,0.0002243518829345703
recommend_user_2008_39,0.0003075599670410156
recommend_user_2008_40,0.00019884109497070312
recommend_user_2008_42,0.0003597736358642578
recommend_user_2008_55,0.0003788471221923828
recommend_user_2008_59,0.0003864765167236328
recommend_user_2008_60,0.0004227161407470703
recommend_user_2008_64,0.0004315376281738281
recommend_user_2008_66,0.0004336833953857422
recommend_user_2008_68,0.00023984909057617188
recommend_user_2008_70,0.00018334388732910156
recommend_user_2008_71,0.00017380714416503906
recommend_user_2008_73,0.0001742839813232422
recommend_user_2008_76,0.0001773834228515625
recommend_user_2008_78,0.00018906593322753906
recommend_user_2008_81,0.0001919269561767578
recommend_user_2008_83,0.00036454200744628906
recommend_user_2008_90,0.000446319580078125
recommend_user_2008_91,0.00023984909057617188
recommend_user_2008_92,0.00028443336486816406
recommend_user_2008_96,0.0002911090850830078
recommend_user_2008_97,0.00028252601623535156
recommend_user_2008_99,0.0003020763397216797
recommend_user_2008_106,0.00030803680419921875
recommend_user_2008_111,0.0004222393035888672
recommend_user_2008_112,0.00019550323486328125
recommend_user_2008_116,0.00018334388732910156
recommend_user_2008_117,0.00035572052001953125
recommend_user_2008_124,0.00039887428283691406
recommend_user_2008_129,0.00020241737365722656
recommend_user_2008_135,0.0001747608184814453
recommend_user_2008_136,0.0005884170532226562
recommend_user_2008_137,0.0007185935974121094
recommend_user_2008_142,0.0003693103790283203
recommend_user_2008_143,0.0005342960357666016
recommend_user_2008_149,0.00021004676818847656
recommend_user_2008_151,0.00017642974853515625
recommend_user_2008_153,0.0001728534698486328
recommend_user_2008_156,0.00017380714416503906
recommend_user_2008_159,0.000171661376953125
recommend_user_2008_162,0.0003528594970703125
recommend_user_2008_170,0.00018858909606933594
recommend_user_2008_173,0.00035762786865234375
recommend_user_2008_175,0.00019741058349609375
recommend_user_2008_177,0.00037550926208496094
recommend_user_2008_185,0.00019288063049316406
recommend_user_2008_187,0.00018024444580078125
recommend_user_2008_189,0.0001728534698486328
recommend_user_2008_190,0.0001723766326904297
recommend_user_2008_193,0.00017452239990234375
recommend_user_2008_196,0.0001728534698486328
recommend_user_2008_198,0.0001773834228515625
recommend_user_2008_211,0.000377655029296875
recommend_user_2008_217,0.00037860870361328125
recommend_user_2008_220,0.00018644332885742188
recommend_user_2008_225,0.00017833709716796875
recommend_user_2008_230,0.00017333030700683594
recommend_user_2008_235,0.0003535747528076172
recommend_user_2008_238,0.00018548965454101562
recommend_user_2008_241,0.0003418922424316406
recommend_user_2008_243,0.00018072128295898438
recommend_user_2008_255,0.0001747608184814453
recommend_user_2008_257,0.00017762184143066406
recommend_user_2008_262,0.0003228187561035156
recommend_user_2008_263,0.00018334388732910156
recommend_user_2008_264,0.00033974647521972656
recommend_user_2008_266,0.00018739700317382812
recommend_user_2008_267,0.0001728534698486328
recommend_user_2008_273,0.00035381317138671875
recommend_user_2008_274,0.0001838207244873047
recommend_user_2008_275,0.0001761913299560547
recommend_user_2008_281,0.00017595291137695312
recommend_user_2008_283,0.0001780986785888672
recommend_user_2008_285,0.00017261505126953125
recommend_user_2008_297,0.00036454200744628906
recommend_user_2008_298,0.0001964569091796875
recommend_user_2008_299,0.0001983642578125
recommend_user_2008_300,0.0001735687255859375
recommend_user_2008_307,0.00017189979553222656
recommend_user_2008_312,0.0003421306610107422
recommend_user_2008_317,0.00019121170043945312
recommend_user_2008_320,0.0003809928894042969
recommend_user_2008_326,0.00019073486328125
recommend_user_2008_328,0.0001838207244873047
recommend_user_2008_329,0.00017309188842773438
recommend_user_2008_333,0.00017213821411132812
recommend_user_2008_334,0.0003523826599121094
recommend_user_2008_335,0.0001838207244873047
recommend_user_2008_336,0.0001728534698486328
recommend_user_2008_337,0.00017189979553222656
recommend_user_2008_339,0.0001735687255859375
recommend_user_2008_346,0.00017118453979492188
recommend_user_2008_355,0.0003581047058105469
recommend_user_2008_358,0.00018548965454101562
recommend_user_2008_360,0.00017261505126953125
recommend_user_2008_361,0.0001735687255859375
recommend_user_2008_363,0.0002884864807128906
recommend_user_2008_364,0.00018787384033203125
recommend_user_2008_365,0.00017547607421875
recommend_user_2008_366,0.0001773834228515625
recommend_user_2008_374,0.00017189979553222656
recommend_user_2008_377,0.00035500526428222656
recommend_user_2008_380,0.0003719329833984375
recommend_user_2008_382,0.00018715858459472656
recommend_user_2008_387,0.0001938343048095703
recommend_user_2008_388,0.0002846717834472656
recommend_user_2008_390,0.00018596649169921875
recommend_user_2008_394,0.00019097328186035156
recommend_user_2008_397,0.0001773834228515625
recommend_user_2008_402,0.00017309188842773438
recommend_user_2008_405,0.00017452239990234375
recommend_user_2008_406,0.00017213821411132812
recommend_user_2008_408,0.00017261505126953125
recommend_user_2008_420,0.0001728534698486328
recommend_user_2008_421,0.0001747608184814453
recommend_user_2008_424,0.00017714500427246094
recommend_user_2008_426,0.0001728534698486328
recommend_user_2008_431,0.0003714561462402344
