tag,time
model_init_2008,1.4066696166992188e-05
model_fit_2008,1.606929063796997
recommend_user_2008_5,0.0010857582092285156
recommend_user_2008_7,0.0006401538848876953
recommend_user_2008_9,0.0005850791931152344
recommend_user_2008_10,0.0006020069122314453
recommend_user_2008_11,0.0005862712860107422
recommend_user_2008_14,0.0005786418914794922
recommend_user_2008_16,0.0005908012390136719
recommend_user_2008_18,0.0006132125854492188
recommend_user_2008_24,0.0006043910980224609
recommend_user_2008_25,0.0005955696105957031
recommend_user_2008_26,0.0005936622619628906
recommend_user_2008_28,0.0005903244018554688
recommend_user_2008_33,0.0005955696105957031
recommend_user_2008_37,0.0005805492401123047
recommend_user_2008_39,0.0005924701690673828
recommend_user_2008_40,0.0005948543548583984
recommend_user_2008_42,0.0006144046783447266
recommend_user_2008_55,0.0005929470062255859
recommend_user_2008_59,0.0006055831909179688
recommend_user_2008_60,0.00060272216796875
recommend_user_2008_64,0.0005905628204345703
recommend_user_2008_66,0.0005855560302734375
recommend_user_2008_68,0.0005946159362792969
recommend_user_2008_70,0.0006330013275146484
recommend_user_2008_71,0.0005862712860107422
recommend_user_2008_73,0.0005812644958496094
recommend_user_2008_76,0.0008046627044677734
recommend_user_2008_78,0.0006227493286132812
recommend_user_2008_81,0.0005936622619628906
recommend_user_2008_83,0.0005872249603271484
recommend_user_2008_90,0.0006265640258789062
recommend_user_2008_91,0.0005736351013183594
recommend_user_2008_92,0.0006031990051269531
recommend_user_2008_96,0.0006220340728759766
recommend_user_2008_97,0.0005860328674316406
recommend_user_2008_99,0.000476837158203125
recommend_user_2008_106,0.0004687309265136719
recommend_user_2008_111,0.0004703998565673828
recommend_user_2008_112,0.00046944618225097656
recommend_user_2008_116,0.00046706199645996094
recommend_user_2008_117,0.0004801750183105469
recommend_user_2008_124,0.00048065185546875
recommend_user_2008_129,0.0004773139953613281
recommend_user_2008_135,0.0004680156707763672
recommend_user_2008_136,0.00047206878662109375
recommend_user_2008_137,0.0004673004150390625
recommend_user_2008_142,0.00046944618225097656
recommend_user_2008_143,0.0004909038543701172
recommend_user_2008_149,0.0006272792816162109
recommend_user_2008_151,0.00048542022705078125
recommend_user_2008_153,0.0004699230194091797
recommend_user_2008_156,0.00048422813415527344
recommend_user_2008_159,0.00047206878662109375
recommend_user_2008_162,0.0005471706390380859
recommend_user_2008_170,0.0004830360412597656
recommend_user_2008_173,0.0004706382751464844
recommend_user_2008_175,0.0005297660827636719
recommend_user_2008_177,0.0005609989166259766
recommend_user_2008_185,0.0005893707275390625
recommend_user_2008_187,0.000537872314453125
recommend_user_2008_189,0.0005195140838623047
recommend_user_2008_190,0.0005102157592773438
recommend_user_2008_193,0.0004992485046386719
recommend_user_2008_196,0.0005052089691162109
recommend_user_2008_198,0.0006461143493652344
recommend_user_2008_211,0.0006194114685058594
recommend_user_2008_217,0.0005490779876708984
recommend_user_2008_220,0.0004990100860595703
recommend_user_2008_225,0.000484466552734375
recommend_user_2008_230,0.0005140304565429688
recommend_user_2008_235,0.0004820823669433594
recommend_user_2008_238,0.0005016326904296875
recommend_user_2008_241,0.00048279762268066406
recommend_user_2008_243,0.0005314350128173828
recommend_user_2008_255,0.0004968643188476562
recommend_user_2008_257,0.00048041343688964844
recommend_user_2008_262,0.00048542022705078125
recommend_user_2008_263,0.0005276203155517578
recommend_user_2008_264,0.0005114078521728516
recommend_user_2008_266,0.0004801750183105469
recommend_user_2008_267,0.00046563148498535156
recommend_user_2008_273,0.00047087669372558594
recommend_user_2008_274,0.0006561279296875
recommend_user_2008_275,0.0005066394805908203
recommend_user_2008_281,0.0004801750183105469
recommend_user_2008_283,0.0005395412445068359
recommend_user_2008_285,0.0006520748138427734
recommend_user_2008_297,0.0005388259887695312
recommend_user_2008_298,0.0004897117614746094
recommend_user_2008_299,0.0004696846008300781
recommend_user_2008_300,0.0005161762237548828
recommend_user_2008_307,0.0005125999450683594
recommend_user_2008_312,0.0005095005035400391
recommend_user_2008_317,0.0004775524139404297
recommend_user_2008_320,0.00047969818115234375
recommend_user_2008_326,0.0008807182312011719
recommend_user_2008_328,0.0007755756378173828
recommend_user_2008_329,0.0005297660827636719
recommend_user_2008_333,0.0005009174346923828
recommend_user_2008_334,0.00048041343688964844
recommend_user_2008_335,0.0007231235504150391
recommend_user_2008_336,0.0005505084991455078
recommend_user_2008_337,0.0005774497985839844
recommend_user_2008_339,0.0005860328674316406
recommend_user_2008_346,0.0005347728729248047
recommend_user_2008_355,0.0005238056182861328
recommend_user_2008_358,0.0005502700805664062
recommend_user_2008_360,0.0007967948913574219
recommend_user_2008_361,0.0005605220794677734
recommend_user_2008_363,0.0006084442138671875
recommend_user_2008_364,0.0005977153778076172
recommend_user_2008_365,0.0005497932434082031
recommend_user_2008_366,0.0005245208740234375
recommend_user_2008_374,0.0006105899810791016
recommend_user_2008_377,0.0006930828094482422
recommend_user_2008_380,0.0006082057952880859
recommend_user_2008_382,0.0006775856018066406
recommend_user_2008_387,0.0005509853363037109
recommend_user_2008_388,0.0007066726684570312
recommend_user_2008_390,0.0006239414215087891
recommend_user_2008_394,0.0004949569702148438
recommend_user_2008_397,0.0006229877471923828
recommend_user_2008_402,0.0006210803985595703
recommend_user_2008_405,0.0005514621734619141
recommend_user_2008_406,0.0005512237548828125
recommend_user_2008_408,0.0005650520324707031
recommend_user_2008_420,0.0006177425384521484
recommend_user_2008_421,0.0005719661712646484
recommend_user_2008_424,0.0005860328674316406
recommend_user_2008_426,0.0006272792816162109
recommend_user_2008_431,0.0006971359252929688
